Label,Log_Mass,Inclination,z,Eddington_Ratio,Log_Tau,SFinf
1,8.646440511781975,1.1330935402480589,1.8265880934685743,0.11869012401396607,1.927503129603819,0.37413399064484937
2,9.14556809911726,0.6647386456931306,3.4424578182001873,0.13431893443575532,1.693061335024101,0.09010135365814503
3,8.808290128214932,0.7304635621513781,0.9107451157619109,0.2080864194798448,2.6367718754216933,0.19451157226624138
4,8.63464954899069,0.3497927261605401,2.163301889895539,0.1842748589621959,1.2012399045868596,0.018800090782406298
5,8.270964398016714,0.8447994207633714,0.41397663705525345,0.03044006405436548,0.8154106644825017,0.005893869590362144
6,8.937682339199968,0.4229348985129669,2.336502048314553,0.05566857913244802,1.6614772128452522,0.4981339358174222
7,8.312761633788078,0.8060405418324692,0.7734929397663518,0.03046114920748038,1.5878424996937057,0.24409832902771844
8,9.675319002346239,0.236915342827759,3.4146961796335464,0.020031136468737366,0.9495198989266764,0.18601238198595998
9,9.890988281503088,0.22266085732160748,3.8854030329344043,0.23504142620406174,3.07823065795451,0.09808604728198916
10,8.150324556477333,0.5822833650032087,5.923840066392505,0.25677808322226586,2.5376285855138034,0.40359612254427313
11,9.375175114247995,0.5959524680355701,1.251318107330696,0.13069157134557374,0.6747943741197489,0.352876359765074
12,8.586684759258713,0.37435115422604104,1.3224926779345372,0.29096382751149236,2.1664627156125764,0.0007780989648160652
13,8.704133683281796,0.1837438659322438,5.6897751596796144,0.260443333648536,1.0460292421554982,0.38561333652011814
14,9.776789914877984,0.05474824086118822,5.201380946895228,0.2595116627237731,2.082538396565322,0.05574137257535494
15,7.2131081745936605,0.03523027699735541,3.7347188916795915,0.11648347598055167,2.8366324221815535,0.47431634009201656
16,7.261387899104622,0.3791557316286764,5.064302696826233,0.28676067730026134,1.7978554865886762,0.16636804197775285
17,7.0606551923209775,0.6448690581916,1.337183653856782,0.22718965523382048,2.3309081771891087,0.22555138766325555
18,9.497859536643814,1.0140269143423442,5.256770054894273,0.11257080444124008,2.1846728942716713,0.002490452836876711
19,9.334470252849552,0.6630459761603651,5.217114307080379,0.2677615392440386,2.275056993298255,0.4121963442222359
20,9.610036444740457,1.2622930723598729,1.5638622660323698,0.011192566989887368,1.9865396900809076,0.1540841271151186
21,9.935855026698292,0.04917612413998535,3.099402554133291,0.17576140195782608,1.0843926980894913,0.2782234380847235
22,9.397475692650172,0.2522498139666768,5.585668156956926,0.1608501099706358,1.3006813815875802,0.4633003985298372
23,8.384438086758795,0.47265539716460236,4.106984977388162,0.03371908275377595,3.192743105189154,0.0781111916077818
24,9.341587528859367,0.8063367919562215,3.9970627213923695,0.2600833819557791,2.740798813343119,0.4336648064654608
25,7.354823277606799,1.1906442884844421,3.4026111433297594,0.09169623860762503,3.4503109318139558,0.2501194654212774
26,8.919763063982572,0.4889741686842606,1.6861062316901765,0.1191415230413841,0.7569772211087301,0.4622280870283103
27,7.430059862227139,0.3741827894227083,5.872650691916427,0.14779449018452862,1.518059103108909,0.4111775250932129
28,9.834006751148753,0.0864135814104976,2.7403069091708794,0.24691110083699563,3.381934302538542,0.22149001532954443
29,8.565544965250215,1.1467559875129387,1.9375555696624869,0.1825320289241581,1.8741985516293465,0.044355885357372005
30,8.24398581997157,0.5301143594634085,4.398626187122485,0.17354758902296247,2.352578594365235,0.015098727441012816
31,7.793666836313881,0.7980346200354006,3.685458398236759,0.11508949701842085,2.252250173863391,0.4371154049170379
32,9.32270106830265,1.373302433833397,2.119223718407215,0.09110855481959869,1.0079992692862225,0.23714245872918438
33,8.368450996649646,0.002226440576036479,1.8923703860565204,0.14865486726178156,2.720202465731908,0.33184745396387577
34,8.705301846605945,0.2030867082147374,1.365589442458941,0.08416272428915987,0.7691065355830327,0.4408242071044262
35,7.056369401309065,1.0878441667298882,0.5630699767675308,0.10845831707924179,2.1600923853265304,0.15232949574234855
36,8.852906491227632,1.124170041214297,3.791694348463627,0.13770913713457975,2.2026495742325833,0.44788150919567377
37,8.836287168167264,1.0740715990881855,3.0835924650481563,0.2546152506741528,1.185360506167123,0.013766219713844174
38,8.850801990624271,0.7497918982604526,1.4856056234417923,0.27984807885649626,2.7762302540518746,0.13996283936706627
39,9.831244235543872,1.3667421779987186,0.4252347009418398,0.2506249971712356,3.198912767125735,0.4058831975498119
40,9.04546089731045,0.5531780013986684,0.21151630275620584,0.16245291731900088,3.439297198716801,0.4266101591618233
41,8.078523701721359,0.8404719554963671,4.457125985024192,0.21635160345533988,0.6777691148049302,0.47241769767879316
42,8.311095861398025,0.08847982184709334,1.210693816015503,0.10721049667109914,1.4982022297632325,0.15150563623195173
43,9.092893587781795,0.5722689571768631,1.6731973543980894,0.14316710754074183,3.281989058936887,0.39011779280806824
44,7.1806764148878095,1.0088004298396238,0.18326194330551854,0.2827420003406893,0.7464656803875449,0.4925651513244175
45,9.000300146337004,0.3333423059074544,0.9887704235098554,0.11293476919852548,1.3888730613934896,0.2635030075558774
46,9.011913608854478,1.3178319200389197,5.259229733618726,0.060165846404639914,2.146826807568046,0.12629814481901075
47,7.631147683221522,0.9589304810648067,1.528158924980501,0.14690727653521363,2.746571704186272,0.019481157698590823
48,7.38677889296456,0.40153098228383044,5.728353371050125,0.19925156944956054,1.2613636196167235,0.37982653139190453
49,7.946285052772551,1.0737250516405261,1.0696463465608201,0.0466891353444638,1.4709981446595544,0.06942269221923347
50,8.091132312827868,0.11611992717770092,1.5942426060919017,0.04540941141505707,1.1641614447637945,0.1934713032154814
51,8.71059031125364,1.3610418509627036,5.219488814014255,0.098071518372426,1.8848799575532151,0.15463894082662694
52,8.31580454038696,0.06881520348256051,2.616989198281745,0.27321823940551676,2.0626035440324437,0.20842533647682593
53,9.965121514177678,1.303350297814634,1.6801907412422747,0.20563511678795918,3.207758215032019,0.4529994974662815
54,7.306134432244084,0.35305061545139066,4.18760120004906,0.0743609053502319,2.835187703269793,0.21297388061093098
55,7.626630268284504,1.0581220664155295,0.40224758349521494,0.1850113925803564,2.6745006467514885,0.45637215631181144
56,7.483928553654989,0.00010290382116436539,5.354570541813177,0.20146955180545448,2.2607422986561705,0.40270042985035676
57,8.959324976396195,0.3549861317398419,5.065213117604292,0.16168585717327502,1.5528825874488266,0.14418916603425214
58,7.7598748076193464,1.0459417611779633,0.6062025072813716,0.23022091355582533,0.8032231268941287,0.15904450952566612
59,8.398932318568919,0.743281373143059,4.811850605084518,0.017174306711155503,1.3505420545208298,0.18492211230071276
60,7.733276776004808,0.16050347947302873,5.770905607110855,0.06542399586014651,1.1645930511700566,0.302823595810051
61,7.476908750936559,0.5496108078919117,3.0032107530138714,0.2902478058832846,1.2609021084610443,0.33703125857065536
62,7.3311254234929155,0.524365819997326,3.4521047657436235,0.15434460050948132,1.2576471554210717,0.4861149178531018
63,8.968988768395821,0.7933041477182053,4.1108007673329725,0.03218929153412345,1.8485853764832392,0.46325803174853075
64,7.414548854045841,0.9326719393810832,1.673688964974465,0.09937211016321847,1.704073151036963,0.3059358607128497
65,7.589747085040161,1.1740204944348664,3.9330014280314116,0.01051399199028794,1.5774356116702095,0.023119389749555463
66,8.106175511982892,0.6942660017236906,2.9017182506073587,0.17803013014682814,3.155588957316395,0.27265381019635054
67,9.462979689543806,0.547365576503812,2.4926966472201117,0.29984869252887475,1.1879385022679778,0.201820110636388
68,7.291303827379184,0.2010291652459429,5.426529201566279,0.18112885428111067,1.074595649361825,0.27238936271595776
69,9.513834722496412,1.1237448507786962,4.807628348696055,0.186921149356189,0.8204083944461604,0.020088186629958482
70,7.288295223681889,0.9960529888616685,5.614185006401399,0.10504071769114287,3.282094450880134,0.4978811037135886
71,9.929378395040187,0.5706212931252602,5.036245766833926,0.07873943822481484,1.1636042831703182,0.028479185209800417
72,8.405953604943104,0.7238680605775454,0.34668254680447813,0.1573654058916346,2.2595771566538185,0.13633996716664654
73,9.930283264571012,0.9287704610214897,3.6785234073473583,0.27093798842344324,1.6837816760764688,0.03606201446899876
74,8.814536559235139,0.2301120134824699,4.216057600941278,0.012827820193263268,2.210369277128644,0.2738055530021353
75,9.217790738194905,0.03797528493589681,4.02265910672617,0.17519874425013576,2.4634423822890996,0.17590914827707815
76,7.117563376762962,0.44331879504554417,1.7045429650742696,0.13426821066839237,3.03622338635286,0.1876499214263581
77,7.848420887729229,0.8315935654564901,2.6112190736434506,0.19014199873825724,2.0710627955711627,0.3945837604289694
